cleaned_headline,is_satirical,source
"""Nous allons faire en sorte que ça fonctionne"" : à peine rentrés sur Terre, deux astronautes américains se disent prêts à repartir",0,lefigaro
JO 2030: Edgar Grospiron annonce avoir trouvé son directeur général,0,lefigaro
"Après Columbia, Trump envisage de priver Harvard de 9 milliards de dollars de subventions",0,lefigaro
"Recherché par la justice, le chef des Serbes de Bosnie est arrivé à Moscou",0,lefigaro
SpaceX lance la première mission habitée qui va survoler les pôles terrestres,0,lefigaro
"Paris : à son procès, les incohérences d'une mère accusée d'avoir menti en se disant victime d'actes antisémites",0,lefigaro
La cote de Donald Trump pour la présidentielle 2028 monte chez les bookmakers,0,lefigaro
Colombie : un ancien bras droit de Pablo Escobar a été remis en liberté,0,lefigaro
"À Paris, l'enseignement catholique contraint de fermer des classes malgré son succès",0,lefigaro
"""État de droit"", Bardella 2027… Ce qu'il faut retenir de l'interview de Marine Le Pen après sa condamnation à cinq ans d'inéligibilité",0,lefigaro
"Qatargate : Benyamin Netanyahou entendu par la police, deux conseillers arrêtés",0,lefigaro
"Sondages: Ipsos, le leader des sondages, sur le point de racheter BVA",0,lefigaro
"Crise France-Algérie : Macron et Tebboune se sont parlé pour relancer la relation bilatérale, la coopération migratoire va reprendre",0,lefigaro
"Syrie : l'Union européenne se dit ""prête à coopérer"" avec le nouveau gouvernement",0,lefigaro
Investissements étrangers : les créations d'emplois ralentissent en 2024,0,lefigaro
"François Bayrou ""troublé par l'énoncé du jugement"" contre Marine Le Pen, le PS s'insurge",0,lefigaro
"Macron-Le Pen, juges arbitres et électeurs spectateurs",0,lefigaro
Moldavie : trois diplomates russes expulsés après la disparition d'un député recherché par la justice,0,lefigaro
Six Français sur dix jugent que la condamnation de Marine Le Pen ne constitue pas un handicap pour le RN,0,lefigaro
"Maroc : Abdelkader Belliraj, condamné à perpétuité pour avoir été à la tête d'un réseau islamiste radical, gracié par le roi Mohamed VI",0,lefigaro
"Audiovisuel public : à l'Assemblée, un air de précampagne municipale entre Rachida Dati et Emmanuel Grégoire",0,lefigaro
Instituts de sondage : Ipsos va racheter le groupe français BVA Family,0,lefigaro
Guide Michelin 2025 : une 2e étoile pour le chef Philippe Etchebest,0,lefigaro
"À Nice, les propos d'un imam qui dénonce une ville ""haineuse et raciste"" suscitent la polémique",0,lefigaro
Marseille : au moins deux policiers de l'office antistupéfiants en garde à vue,0,lefigaro
"Sept mois après les JO, les restaurateurs parisiens s'agacent de la lenteur de leur indemnisation",0,lefigaro
Émirats arabes unis: trois condamnations à mort après le meurtre d'un rabbin,0,lefigaro
"""Il voulait faire le guetteur à Marseille"" : l'appel à l'aide d'une mère après la fugue de son fils de 13 ans",0,lefigaro
"Donald Trump se dit confiant sur un ""accord"" pour les activités américaines de TikTok",0,lefigaro
Pologne : un contrat de défense antiaérienne de deux milliards de dollars signé avec les États-Unis,0,lefigaro
"""Ma femme ne veut plus en entendre parler"" : à Marseille, une immense escroquerie immobilière d'un milliard d'euros au tribunal",0,lefigaro
"Marine Le Pen inéligible: ""C'est un séisme politique pour le RN et pour le reste de la classe politique"", estime Jim Jarrassé",0,lefigaro
"""Elle détestait le PSG"", un ancien dirigeant se paie Véronique Rabiot",0,lefigaro
"Relance du leasing électrique, aide à la rénovation des logements: les mesures annoncées lors du conseil de planification écologique",0,lefigaro
Lituanie : trois des quatre soldats américains portés disparus ont été retrouvés morts,0,lefigaro
30 km/h à Lyon : les écologistes se félicitent de la baisse de la vitesse en ville,0,lefigaro
Les images de l'arrivée du premier criminel d'envergure expulsé des États-Unis vers le Vénézuela,0,lefigaro
"""Je suis le maire de Bordeaux et du Bordeaux"" : l'écologiste Pierre Hurmic s'engage pour la vente du vin au verre",0,lefigaro
Russie : la Cour suprême va se prononcer sur un retrait des talibans de la liste des organisations interdites,0,lefigaro
"Les mosaïques du prêtre Rupnik, accusé d'agressions sexuelles, partiellement cachées à Lourdes",0,lefigaro
Lyon : un homme arrêté après une série d'agressions sexuelles dans le bassin d'une piscine municipale,0,lefigaro
"Lettre américaine aux entreprises françaises : le ministre du Commerce extérieur appelle à ""ne pas transiger"" sur les valeurs",0,lefigaro
"McDonald's lance le Big Arch, un nouveau burger permanent ""pour les grosses faims""",0,lefigaro
Marseille : une série d'incendies criminels frappe plusieurs garages automobiles,0,lefigaro
"Bernard Fontana, choisi pour diriger EDF, sera auditionné le 30 avril au Parlement",0,lefigaro
"Gaza : le Hamas appelle ""quiconque peut porter des armes"" à combattre le plan de Trump",0,lefigaro
"Foot : pour Carlo Ancelotti, Kylian Mbappé est ""capable d'égaler Cristiano Ronaldo"" au Real Madrid",0,lefigaro
"Marco Mouly, figure de l'escroquerie à la taxe carbone, arrêté à Rome",0,lefigaro
"Turquie: l'opposition dénonce de ""mauvais traitements"" infligés aux étudiants arrêtés",0,lefigaro
Espagne: cinq morts et quatre blessés après un accident dans une mine,0,lefigaro
"""Démocratie exécutée"", ""devoir d'exemplarité""… L'inéligibilité de Marine Le Pen divise la classe politique",0,lefigaro
Renault et Nissan prennent un peu plus leurs distances,0,lefigaro
"Tour de France 2025 : les équipes TotalEnergies, Tudor avec Julian Alaphilippe et Uno-X invitées",0,lefigaro
Procès du FN : la liste complète des sanctions prononcées à l'encontre de Marine Le Pen et des 23 autres prévenus,0,lefigaro
"Après sa condamnation, Marine Le Pen sera l'invitée du JT de 20H de TF1 lundi",0,lefigaro
"Saint-Denis : attaqués par une trentaine d'individus, des policiers municipaux contraints de fuir en voiture",0,lefigaro
"""Les prix étaient très raisonnables"" : les jeunes voyageurs ravis du grand retour du train Paris-Milan",0,lefigaro
"Croix-Rouge, Action contre la faim, Secours populaire… Comment aider les victimes du séisme en Birmanie",0,lefigaro
"""Je suis Marine"" : Orban, Salvini, le Kremlin et Elon Musk apportent leur soutien à Marine Le Pen après sa condamnation",0,lefigaro
Mesurer la glycémie sans piqûre ? Les dangereuses promesses des objets connectés,0,lefigaro
Japon : un mégaséisme pourrait provoquer jusqu'à 298.000 morts,0,lefigaro
"Un artisan tué lors d'un incendie de voiture, près de Nantes",0,lefigaro
"Jeux d'argent, paris sportifs : en onze ans, la part de jeunes qui mise en ligne a bondi de 14,7% à 27,9%",0,lefigaro
Procès du FN : la vidéo de Marine Le Pen qui quitte le tribunal exaspérée par sa condamnation,0,lefigaro
Procès du FN : Marine Le Pen condamnée à cinq ans d'inéligibilité et quatre ans de prison,0,lefigaro
"Rachida Dati commémore les 30 ans de la BnF, "" gardienne de notre mémoire commune """,0,lefigaro
"Cinélatino: Tendre tropique, coup de cœur de la 37eédition",0,lefigaro
"Critiquée, l'Académie des Oscars sort du silence à la suite de l'arrestation du réalisateur Hamdan Ballal",0,lefigaro
"Idole, service, chaise roulante… Qui est Jakub Mensik, l'homme qui a fait tomber Djokovic ?",0,lefigaro
"Lyon : la Halle Tony-Garnier s'offre une rénovation thermique pour 2,35 millions d'euros",0,lefigaro
Lutte contre le Sida : le cri d'alerte des chanteurs country aux États-Unis,0,lefigaro
"Otages en Syrie: condamné à perpétuité, Mehdi Nemmouche fait appel",0,lefigaro
Meurtre dans le centre-ville de Bordeaux : l'auteur des coups de couteau mis en examen pour assassinat,0,lefigaro
"Suède: en 2024, le nombre d'homicides au plus bas depuis 10 ans",0,lefigaro
"""Ce qui prime, c'est la sécurité des enfants"" : le maire de Saint-Ouen justifie le déménagement d'une école maternelle à cause du trafic de drogue",0,lefigaro
"""Retailleau rimera avec chaos"", ""incompétent et isolé"", les supporters de foot s'unissent contre le ministre de l'Intérieur",0,lefigaro
"""Gang des grands crus"" : 12 personnes jugées pour des vols de vins estimés à plusieurs millions d'euros",0,lefigaro
"Manon Brunet-Apithy : ""On n'aurait peut-être pas dû dire qu'il y aurait un héritage des JO 2024""",0,lefigaro
La peine d'inéligibilité d'un élu lyonnais confirmée quelques jours avant la condamnation de Marine Le Pen,0,lefigaro
"Syrie: le président par intérim ""ne pourra pas satisfaire tout le monde"", prévient-il",0,lefigaro
Le géant Huawei subit une chute de ses bénéfices de 28% en 2024,0,lefigaro
"""Quand j'étais enfant, on voyait des raies"" : en Guadeloupe, la Réserve Cousteau en danger critique",0,lefigaro
"Séisme en Birmanie : deux Français sont décédés, annonce le Quai d'Orsay",0,lefigaro
"Le festival photo de La Gacilly exposera le "" regard décalé "" britannique",0,lefigaro
"Tennis : Sinner reste numéro 1 sans jouer, Fils 15e, Mensik gagne 30 places… Le nouveau classement ATP",0,lefigaro
"Lutte contre l'immigration clandestine : Starmer appelle à la coopération internationale pour ""éliminer les réseaux de passeurs""",0,lefigaro
Ciblage publicitaire : l'Autorité de la concurrence condamne Apple à 150 millions d'euros d'amende,0,lefigaro
Les Bourses européennes ouvrent dans le rouge face aux droits de douane des États-Unis,0,lefigaro
"Le patron de Primark démissionne après la plainte d'une femme sur son ""comportement""",0,lefigaro
"Lille-Lens : Bruno Retailleau dénonce ""des violences inacceptables"" contre des policiers lors du match de Ligue 1",0,lefigaro
"Ligue 1 : ""Tu n'en as pas un qui aurait été titulaire dans mon équipe B"", Larqué pas tendre avec Saint-Étienne",0,lefigaro
"Iran : Téhéran promet une ""riposte ferme"" en cas d'attaque des États-Unis",0,lefigaro
Météo : retour d'une ambiance printanière cette semaine,0,lefigaro
Israël : un nouveau chef du Shin Bet choisi par Netanyahou,0,lefigaro
Samoa : État d'urgence déclaré après des pannes d'électricité en série,0,lefigaro
Bordeaux : pourquoi certains riverains s'opposent au projet de transformation de la place des Chartrons ?,0,lefigaro
"Guerre commerciale : Christine Lagarde appelle à ""une marche vers l'indépendance"" de l'Europe",0,lefigaro
"Décès d'Yves Boisset, un cinéaste de combat, à 86 ans",0,lefigaro
"France Télévisions, Radio France : début d'une grève de deux jours contre la réforme de l'audiovisuel public",0,lefigaro
"Classement Ligue 1 : le PSG proche du titre, énorme bagarre pour le podium, Montpellier au fond du trou",0,lefigaro
"""Une émission à charge"": un ancien président de Ligue 1 descend ""Complément d'enquête"" et défend Al-Khelaïfi",0,lefigaro
"La Bourse de Tokyo chute de 4%, plombée par la guerre douanière",0,lefigaro
"Présidentielle 2027 : Cazeneuve souhaite "" fusionner "" avec Glucksmann et change d'avis sur la proportionnelle",0,lefigaro
La météo du lundi 31 mars : du soleil sur tout le pays,0,lefigaro
"Tennis : ""Il possède un brillant avenir"", Novak Djokovic vante les mérites de Jakub Mensik",0,lefigaro
"NBA : Zaccharie Risacher en feu, Rudy Gobert immense… La nuit magique des Français",0,lefigaro
"En Gironde, un mur antibruit contre les nuisances sonores d'une route nationale fait débat",0,lefigaro
Lutte contre les violences sexuelles : l'Église fait le point sur les premières mesures mises en place,0,lefigaro
Washington : un avion percute un cerf-volant lors de son atterrissage,0,lefigaro
Michelin : la gastronomie française attend les nouvelles étoiles,0,lefigaro
NBA : une bagarre entraîne l'expulsion de sept joueurs lors du match Minnesota-Detroit,0,lefigaro
"L'auxiliaire de puériculture qui avait tué un bébé de 11 mois en lui faisant boire ""une quantité massive"" de Destop devant les assises à Lyon",0,lefigaro
"Fin de la trêve hivernale, des associations dénoncent un nombre record d'expulsions locatives en 2024",0,lefigaro
"Mbappé et Lewandowski serial buteurs, l'OM déprime, énorme bourde du gardien de Lens, les tops et flops du week-end sport en images",0,lefigaro
"Tennis : à Miami, Novak Djokovic privé d'un 100e titre en carrière",0,lefigaro
Venezuela : la licence du pétrolier français Maurel & Prom révoquée par les États-Unis,0,lefigaro
"La cote de popularité de Macron toujours en hausse, celle de Bayrou chute",0,lefigaro
"Ukraine : d'abord ""furieux"" contre Poutine, Trump menace Zelensky",0,lefigaro
"Selon Trump, les droits de douane américains seront plus ""généreux"" que ceux d'autres pays",0,lefigaro
"Chemsex : des députés veulent une ""stratégie nationale de prévention""",0,lefigaro
Pékin découvre un champ pétrolifère en mer de Chine méridionale,0,lefigaro
"En République dominicaine, une manifestation contre l'immigration haïtienne dégénère",0,lefigaro
"Racing 92-UBB : Kaitu'u impeccable, les ratés de la conquête bordelaise… Les tops et les flops",0,lefigaro
"Lille-Lens : le poison Fernandez-Pardo, la terrible bourde de Ryan… les tops et les flops",0,lefigaro
"Des négociations ""productives"" pour un accord économique entre les États-Unis et le Royaume-Uni",0,lefigaro
Top 14 : le Racing 92 arrache la victoire face à l'UBB dans un match à neuf essais et un final de folie,0,lefigaro
"Une motion de censure de la gauche serait ""absurde"", juge Lionel Jospin",0,lefigaro
Ligue 1 : le derby du Nord pour Lille face à Lens grâce à un but gag,0,lefigaro
"Dans le Wisconsin, Musk très impliqué pour faire élire un juge conservateur",0,lefigaro
"""Soyons clairs, les États-Unis n'obtiendront pas le Groenland"", prévient le premier ministre du territoire autonome danois",0,lefigaro
"Donald Trump assure qu'il ne ""blague pas"" sur la possibilité de briguer un troisième mandat présidentiel",0,lefigaro
"""Mélenchon est le Jean-Marie Le Pen d'aujourd'hui"" : Aurore Bergé accuse LFI de donner aux Français ""un permis"" d'être ""antisémites""",0,lefigaro
"""C'est une erreur"" : pour Gabriel Attal, l'antisémitisme n'appartient pas qu'au ""passé"" du RN",0,lefigaro
